AM;Last name;First name;New course code;New course name;Old course code;Old course name;Grade
SR000037;ΕΠΩΝΥΜΟ 0037;ΟΝΟΜΑ 0037;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;0.3
SR000037;ΕΠΩΝΥΜΟ 0037;ΟΝΟΜΑ 0037;ICE1-8101;ΑΛΛΗΛΕΠΙΔΡΑΣΗ ΑΝΘΡΩΠΟΥ-ΥΠΟΛΟΓΙΣΤΗ;ICE1-8101;ΑΛΛΗΛΕΠΙΔΡΑΣΗ ΑΝΘΡΩΠΟΥ-ΥΠΟΛΟΓΙΣΤΗ;1.1
SR000037;ΕΠΩΝΥΜΟ 0037;ΟΝΟΜΑ 0037;ICE1-8101;ΑΛΛΗΛΕΠΙΔΡΑΣΗ ΑΝΘΡΩΠΟΥ-ΥΠΟΛΟΓΙΣΤΗ;ICE1-8101;ΑΛΛΗΛΕΠΙΔΡΑΣΗ ΑΝΘΡΩΠΟΥ-ΥΠΟΛΟΓΙΣΤΗ;8.6
SR000038;ΕΠΩΝΥΜΟ 0038;ΟΝΟΜΑ 0038;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;2.9
SR000038;ΕΠΩΝΥΜΟ 0038;ΟΝΟΜΑ 0038;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;2.9
SR000038;ΕΠΩΝΥΜΟ 0038;ΟΝΟΜΑ 0038;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;0.3
SR000039;ΕΠΩΝΥΜΟ 0039;ΟΝΟΜΑ 0039;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;7.5
SR000039;ΕΠΩΝΥΜΟ 0039;ΟΝΟΜΑ 0039;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;1.8
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;8.6
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;1.8
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-4003;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ ΙΙ;ICE1-4003;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ ΙΙ;6.8
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;10.0
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;6.1
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;4.7
SR000040;ΕΠΩΝΥΜΟ 0040;ΟΝΟΜΑ 0040;ICE1-7107;ΕΠΕΞΕΡΓΑΣΙΑ ΕΙΚΟΝΑΣ;ICE1-7107;ΕΠΕΞΕΡΓΑΣΙΑ ΕΙΚΟΝΑΣ;0.3
SR000042;ΕΠΩΝΥΜΟ 0042;ΟΝΟΜΑ 0042;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;6.8
SR000042;ΕΠΩΝΥΜΟ 0042;ΟΝΟΜΑ 0042;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;ICE1-3002;ΗΛΕΚΤΡΟΝΙΚΗ;8.6
SR000042;ΕΠΩΝΥΜΟ 0042;ΟΝΟΜΑ 0042;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;3.4
SR000043;ΕΠΩΝΥΜΟ 0043;ΟΝΟΜΑ 0043;ICE1-1004;ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ ΥΠΟΛΟΓΙΣΤΩΝ;ICE1-1004;ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ ΥΠΟΛΟΓΙΣΤΩΝ;6.4
SR000043;ΕΠΩΝΥΜΟ 0043;ΟΝΟΜΑ 0043;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;1.8
SR000043;ΕΠΩΝΥΜΟ 0043;ΟΝΟΜΑ 0043;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;ICE1-3001;ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΠΟΛΥΠΛΟΚΟΤΗΤΑ;3.4
SR000043;ΕΠΩΝΥΜΟ 0043;ΟΝΟΜΑ 0043;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;3.4
SR000043;ΕΠΩΝΥΜΟ 0043;ΟΝΟΜΑ 0043;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;ICE1-4002;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ ΙΙ;3.4
SR000044;ΕΠΩΝΥΜΟ 0044;ΟΝΟΜΑ 0044;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;8.6
SR000044;ΕΠΩΝΥΜΟ 0044;ΟΝΟΜΑ 0044;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;8.6
SR000044;ΕΠΩΝΥΜΟ 0044;ΟΝΟΜΑ 0044;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR000044;ΕΠΩΝΥΜΟ 0044;ΟΝΟΜΑ 0044;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;8.6
SR000044;ΕΠΩΝΥΜΟ 0044;ΟΝΟΜΑ 0044;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;3.5
SR000044;ΕΠΩΝΥΜΟ 0044;ΟΝΟΜΑ 0044;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;0.3
SR000044;ΕΠΩΝΥΜΟ 0044;ΟΝΟΜΑ 0044;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;10.0
SR000045;ΕΠΩΝΥΜΟ 0045;ΟΝΟΜΑ 0045;ICE1-3005;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ Ι;ICE1-3005;ΛΕΙΤΟΥΡΓΙΚΑ ΣΥΣΤΗΜΑΤΑ Ι;1.8
SR000045;ΕΠΩΝΥΜΟ 0045;ΟΝΟΜΑ 0045;ICE1-8203;ΑΣΦΑΛΕΙΑ ΚΑΙ ΑΞΙΟΠΙΣΤΙΑ ΥΛΙΚΟΥ;ICE1-8203;ΑΣΦΑΛΕΙΑ ΚΑΙ ΑΞΙΟΠΙΣΤΙΑ ΥΛΙΚΟΥ;7.5
SR000046;ΕΠΩΝΥΜΟ 0046;ΟΝΟΜΑ 0046;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;10.0
SR000046;ΕΠΩΝΥΜΟ 0046;ΟΝΟΜΑ 0046;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;10.0
SR000052;ΕΠΩΝΥΜΟ 0052;ΟΝΟΜΑ 0052;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;10.0
SR000052;ΕΠΩΝΥΜΟ 0052;ΟΝΟΜΑ 0052;ICE1-4005;ΣΧΕΔΙΑΣΗ ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-4005;ΣΧΕΔΙΑΣΗ ΨΗΦΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;10.0
SR000054;ΕΠΩΝΥΜΟ 0054;ΟΝΟΜΑ 0054;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;10.0
SR000054;ΕΠΩΝΥΜΟ 0054;ΟΝΟΜΑ 0054;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;ICE1-3004;ΔΙΚΤΥΑ ΥΠΟΛΟΓΙΣΤΩΝ Ι;0.3
SR000058;ΕΠΩΝΥΜΟ 0058;ΟΝΟΜΑ 0058;ICE1-8109;ΘΕΩΡΙΑ ΠΑΙΓΝΙΩΝ;ICE1-8109;ΘΕΩΡΙΑ ΠΑΙΓΝΙΩΝ;10.0
SR000058;ΕΠΩΝΥΜΟ 0058;ΟΝΟΜΑ 0058;ICE1-8306;ΠΟΛΥΜΕΣΑ ΚΑΙ ΠΟΛΥΜΕΣΙΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;ICE1-8306;ΠΟΛΥΜΕΣΑ ΚΑΙ ΠΟΛΥΜΕΣΙΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;10.0
SR000058;ΕΠΩΝΥΜΟ 0058;ΟΝΟΜΑ 0058;ICE1-8305;ΕΥΡΥΖΩΝΙΚΑ ΔΙΚΤΥΑ;ICE1-8305;ΕΥΡΥΖΩΝΙΚΑ ΔΙΚΤΥΑ;7.5
SR000058;ΕΠΩΝΥΜΟ 0058;ΟΝΟΜΑ 0058;ICE1-8305;ΕΥΡΥΖΩΝΙΚΑ ΔΙΚΤΥΑ;ICE1-8305;ΕΥΡΥΖΩΝΙΚΑ ΔΙΚΤΥΑ;8.6
SR000059;ΕΠΩΝΥΜΟ 0059;ΟΝΟΜΑ 0059;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000059;ΕΠΩΝΥΜΟ 0059;ΟΝΟΜΑ 0059;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;ICE1-3003;ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ;10.0
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;10.0
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;4.2
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-2006;ΘΕΩΡΙΑ ΚΥΚΛΩΜΑΤΩΝ;ICE1-2006;ΘΕΩΡΙΑ ΚΥΚΛΩΜΑΤΩΝ;8.6
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-2006;ΘΕΩΡΙΑ ΚΥΚΛΩΜΑΤΩΝ;ICE1-2006;ΘΕΩΡΙΑ ΚΥΚΛΩΜΑΤΩΝ;6.8
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;10.0
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;10.0
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;6.8
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;ICE1-5006;ΕΙΣΑΓΩΓΗ ΣΤΟΝ ΠΑΡΑΛΛΗΛΟ ΥΠΟΛΟΓΙΣΜΟ;4.7
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6006;ΨΗΦΙΑΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;ICE1-6006;ΨΗΦΙΑΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;10.0
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6006;ΨΗΦΙΑΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;ICE1-6006;ΨΗΦΙΑΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;1.8
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6006;ΨΗΦΙΑΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;ICE1-6006;ΨΗΦΙΑΚΕΣ ΕΠΙΚΟΙΝΩΝΙΕΣ;1.8
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;9.6
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;ICE1-6002;ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΤΕΧΝΟΛΟΓΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΑΣ;9.3
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6003;ΜΕΤΑΓΛΩΤΤΙΣΤΕΣ;ICE1-6003;ΜΕΤΑΓΛΩΤΤΙΣΤΕΣ;8.6
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6003;ΜΕΤΑΓΛΩΤΤΙΣΤΕΣ;ICE1-6003;ΜΕΤΑΓΛΩΤΤΙΣΤΕΣ;8.1
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6005;ΚΑΤΑΝΕΜΗΜΕΝΑ ΣΥΣΤΗΜΑΤΑ;ICE1-6005;ΚΑΤΑΝΕΜΗΜΕΝΑ ΣΥΣΤΗΜΑΤΑ;3.4
SR000060;ΕΠΩΝΥΜΟ 0060;ΟΝΟΜΑ 0060;ICE1-6005;ΚΑΤΑΝΕΜΗΜΕΝΑ ΣΥΣΤΗΜΑΤΑ;ICE1-6005;ΚΑΤΑΝΕΜΗΜΕΝΑ ΣΥΣΤΗΜΑΤΑ;3.4
SR000063;ΕΠΩΝΥΜΟ 0063;ΟΝΟΜΑ 0063;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;7.5
SR000063;ΕΠΩΝΥΜΟ 0063;ΟΝΟΜΑ 0063;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;7.5
SR000063;ΕΠΩΝΥΜΟ 0063;ΟΝΟΜΑ 0063;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;7.5
SR000063;ΕΠΩΝΥΜΟ 0063;ΟΝΟΜΑ 0063;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;1.1
SR000063;ΕΠΩΝΥΜΟ 0063;ΟΝΟΜΑ 0063;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;3.4
SR000065;ΕΠΩΝΥΜΟ 0065;ΟΝΟΜΑ 0065;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;10.0
SR000065;ΕΠΩΝΥΜΟ 0065;ΟΝΟΜΑ 0065;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;7.5
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;10.0
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;ICE1-1001;ΜΑΘΗΜΑΤΙΚΗ ΑΝΑΛΥΣΗ;6.8
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-1006;ΦΥΣΙΚΗ;ICE1-1006;ΦΥΣΙΚΗ;0.3
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;7.5
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;7.5
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;ICE1-2005;ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ;0.8
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;8.6
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;ICE1-2002;ΠΙΘΑΝΟΤΗΤΕΣ ΚΑΙ ΣΤΑΤΙΣΤΙΚΗ;6.8
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;ICE1-2001;ΣΧΕΔΙΑΣΗ ΚΑΙ ΑΝΑΛΥΣΗ ΑΛΓΟΡΙΘΜΩΝ;8.6
SR000066;ΕΠΩΝΥΜΟ 0066;ΟΝΟΜΑ 0066;ICE1-2006;ΘΕΩΡΙΑ ΚΥΚΛΩΜΑΤΩΝ;ICE1-2006;ΘΕΩΡΙΑ ΚΥΚΛΩΜΑΤΩΝ;8.6
SR000067;ΕΠΩΝΥΜΟ 0067;ΟΝΟΜΑ 0067;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;ICE1-1002;ΓΡΑΜΜΙΚΗ ΑΛΓΕΒΡΑ;7.5
SR000067;ΕΠΩΝΥΜΟ 0067;ΟΝΟΜΑ 0067;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;ICE1-1005;ΔΙΑΚΡΙΤΑ ΜΑΘΗΜΑΤΙΚΑ;0.3
SR000067;ΕΠΩΝΥΜΟ 0067;ΟΝΟΜΑ 0067;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;10.0
SR000067;ΕΠΩΝΥΜΟ 0067;ΟΝΟΜΑ 0067;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;ICE1-4004;ΜΕΘΟΔΟΛΟΓΙΕΣ ΑΝΑΠΤΥΞΗΣ ΕΦΑΡΜΟΓΩΝ;10.0
SR000067;ΕΠΩΝΥΜΟ 0067;ΟΝΟΜΑ 0067;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;ICE1-5003;ΑΝΑΛΥΣΗ ΚΑΙ ΣΧΕΔΙΑΣΜΟΣ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ;4.0
SR000067;ΕΠΩΝΥΜΟ 0067;ΟΝΟΜΑ 0067;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;ICE1-5004;ΤΕΧΝΗΤΗ ΝΟΗΜΟΣΥΝΗ;10.0
